segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long,mid_lat,mid_long,frame_segments_within_radius
84,187934853,Polytechnic Flyover,trunk,26.8730082,80.9964752,26.8760962,80.9958062,26.8745522,80.99614070000001,55
172,209205129,,secondary,26.675275,80.9704018,26.6704354,80.9696882,26.6728552,80.970045,3
183,209205133,,trunk,26.7038444,81.013503,26.7041299,81.0141513,26.703987150000003,81.01382715,9
345,209205242,Shaheed Path,trunk,26.7707268,80.9524309,26.7704889,80.9516298,26.770607849999998,80.95203035,58
497,209205343,,secondary,26.5910707,81.0640369,26.5923025,81.0688421,26.5916866,81.0664395,1
534,209210831,,tertiary,26.7650141,80.9567901,26.7649127,80.9537265,26.7649634,80.9552583,37
731,209218069,,tertiary,26.7610159,80.9733988,26.7656091,80.9731053,26.763312499999998,80.97325205,29
1057,209245704,,residential,26.7606871,80.9591599,26.7616785,80.9591283,26.7611828,80.9591441,40
1069,209245716,,residential,26.767985,80.952351,26.7678941,80.9517279,26.76793955,80.95203945,42
1242,209250849,Kanpur-Lucknow Road,primary,26.826318,80.9099832,26.8204557,80.9088294,26.82338685,80.9094063,6
1254,209250873,,residential,26.7804995,80.8980852,26.7799059,80.8977857,26.7802027,80.89793545,46
1667,209258284,,residential,26.7937544,80.8968472,26.7928452,80.8987565,26.7932998,80.89780185000001,44
1801,209269244,,residential,26.798033,80.9174284,26.7980568,80.9175284,26.7980449,80.9174784,58
1960,209277965,Kanpur-Lucknow Road,trunk,26.6720648,80.8126627,26.6666944,80.8090206,26.6693796,80.81084165,3
1987,209278018,,residential,26.7797493,80.8877408,26.7794876,80.88836,26.77961845,80.8880504,31
2017,209278077,,residential,26.7970794,80.8977387,26.7979029,80.8981532,26.79749115,80.89794595000001,40
2177,209283743,,residential,26.7866998,80.9161968,26.7882018,80.9180369,26.787450800000002,80.91711685,31
2305,209283952,,residential,26.7998506,80.9205251,26.799865,80.9215318,26.799857799999998,80.92102845,49
2353,209284001,,residential,26.7946808,80.9229242,26.7955841,80.9233727,26.795132449999997,80.92314845,40
2393,209284041,,residential,26.7818632,80.9112001,26.7834687,80.912283,26.782665950000002,80.91174155,38
2478,209394901,,residential,26.79684,80.8802819,26.7961105,80.8796364,26.79647525,80.87995914999999,35
2932,209445946,,residential,26.8223816,80.887793,26.8197621,80.8898434,26.82107185,80.8888182,25
3234,209628305,,residential,26.8193162,80.965868,26.8179985,80.9661567,26.818657350000002,80.96601235,3
3390,209634661,,residential,26.8201131,80.916024,26.8200021,80.9166228,26.8200576,80.9163234,43
3430,209634756,,residential,26.8163321,80.9233438,26.8172278,80.9248787,26.81677995,80.92411125,29
3445,209634788,,residential,26.8101553,80.911344,26.8099832,80.9153645,26.81006925,80.91335425,42
3536,209648147,,residential,26.8156967,80.9164384,26.8150705,80.915836,26.8153836,80.91613720000001,71
3861,209667133,,residential,26.7687609,80.9365857,26.7668484,80.9374731,26.767804650000002,80.9370294,33
