place_id,name,source,lang,cell_idx,query_center_lat,query_center_lon,lat,lon,page,region_id,region_name,collected_at
ChIJVzkoAiUxjjkRzkNwzVE0jl8,Akash Fast Food,places,en,0,25.24918925,82.99797275,25.2500434,83.0007172,0,vns,Varanasi,2026-09-01T02:48:02.553437Z
ChIJc_NuPwAxjjkRxNlp-0YXW44,Bihari Bhojanalay,places,en,2,25.2768229,83.00846179999999,25.2767543,83.00769369999999,0,vns,Varanasi,2026-09-01T02:48:03.331340Z
ChIJw-fAc5ExjjkRQxSY5MXY5NY,Flavors Restaurant,places,en,2,25.2768229,83.00846179999999,25.2770305,83.00704259999999,0,vns,Varanasi,2026-09-01T02:48:03.331386Z
ChIJp6N7xF0xjjkR4GBL3mqn740,Jai Maa Durga Vegetable Foods,places,en,2,25.2768229,83.00846179999999,25.2770399,83.0070023,0,vns,Varanasi,2026-09-01T02:48:03.331397Z
ChIJR6-p1JYxjjkR9w4Gv-VPNqE,MAHI FAST FOOD,places,en,2,25.2768229,83.00846179999999,25.275677599999998,83.00930939999999,0,vns,Varanasi,2026-09-01T02:48:03.331411Z
ChIJXyDfgKwxjjkRxlpOGukqeTY,Apajita Restaurants,places,en,2,25.2768229,83.00846179999999,25.2775988,83.0071617,0,vns,Varanasi,2026-09-01T02:48:03.331419Z
ChIJEYPKZvExjjkRBnJWQtE46qQ,Shree food,places,en,2,25.2768229,83.00846179999999,25.2756617,83.00756059999999,0,vns,Varanasi,2026-09-01T02:48:03.331428Z
ChIJm03oSckxjjkRQRk32OyCTY0,Krishna Nand Yadav,places,en,2,25.2768229,83.00846179999999,25.2783122,83.0088281,0,vns,Varanasi,2026-09-01T02:48:03.331437Z
ChIJwTffDbMxjjkRpsMrMuMV56E,Hunger Point,places,en,2,25.2768229,83.00846179999999,25.275597400000002,83.0095096,0,vns,Varanasi,2026-09-01T02:48:03.331446Z
ChIJyaCwEwsxjjkR-L-h7_1EKr8,SWAD-E-BANARAS,places,en,2,25.2768229,83.00846179999999,25.2771017,83.0066547,0,vns,Varanasi,2026-09-01T02:48:03.331453Z
ChIJmXwj_dgxjjkRDe-VMMEGcI4,Pratap hotel and restaurant,places,en,2,25.2768229,83.00846179999999,25.2771327,83.0066583,0,vns,Varanasi,2026-09-01T02:48:03.331462Z
ChIJBR8anpExjjkR42PylUdtVCI,Hotel Pratap,places,en,2,25.2768229,83.00846179999999,25.2771218,83.00663920000001,0,vns,Varanasi,2026-09-01T02:48:03.331471Z
ChIJe1w3DtoxjjkR74dgAdb8c5o,Kashi flavour kitchen,places,en,2,25.2768229,83.00846179999999,25.276791499999998,83.01047210000002,0,vns,Varanasi,2026-09-01T02:48:03.331479Z
ChIJdWZUsk0xjjkR4jk-KhZ8EIY,Mr.Jalapenos,places,en,2,25.2768229,83.00846179999999,25.2771533,83.00640829999999,0,vns,Varanasi,2026-09-01T02:48:03.331488Z
ChIJZaAyTQAxjjkR0Itcd6q8r-U,Tanish Cafe,places,en,2,25.2768229,83.00846179999999,25.275838699999998,83.0066681,0,vns,Varanasi,2026-09-01T02:48:03.331494Z
ChIJf8C_KgAxjjkRetX9kiSfQR0,गोविंद भोजनालय,places,en,2,25.2768229,83.00846179999999,25.277177700000003,83.0063151,0,vns,Varanasi,2026-09-01T02:48:03.331504Z
ChIJD7-BkQIxjjkRV2lmy2Qbr6w,Hotelier at Your Service,places,en,2,25.2768229,83.00846179999999,25.277451799999998,83.01106659999999,0,vns,Varanasi,2026-09-01T02:48:03.331510Z
ChIJYfFL0qUxjjkRgJGH4wl-QVQ,Shiv Momos corner ( banty bhaiya),places,en,2,25.2768229,83.00846179999999,25.274944599999998,83.0104854,0,vns,Varanasi,2026-09-01T02:48:03.331518Z
ChIJf0KdCenVjzkRI4JvWjIJ10s,Tanish Dining and Cafe,places,en,2,25.2768229,83.00846179999999,25.278038799999997,83.0058198,0,vns,Varanasi,2026-09-01T02:48:03.331530Z
ChIJ594ie88xjjkRv6YD49nXOOI,Varalaxmi Tiffin,places,en,3,25.25306975,83.0097832,25.2544557,83.0086395,0,vns,Varanasi,2026-09-01T02:48:03.696896Z
ChIJNTL8N9UxjjkR-nNdBjuTjsM,The Kashi Fast Food Corners,places,en,3,25.25306975,83.0097832,25.2547798,83.00760129999999,0,vns,Varanasi,2026-09-01T02:48:03.696943Z
ChIJ46KGM90zjjkRaGPAMPrHkdI,Raj Rool Corner,places,en,4,25.2831708,82.96178655,25.284942599999997,82.9604403,0,vns,Varanasi,2026-09-01T02:48:04.088509Z
ChIJ56N-ADczjjkREQ-xCo9enZs,Fresh Beans Coffee & Food Cafe,places,en,4,25.2831708,82.96178655,25.2851347,82.9601909,0,vns,Varanasi,2026-09-01T02:48:04.088554Z
ChIJcce2MWYyjjkRrToEIMfhi-4,Amrita Caffe & Restaurant,places,en,4,25.2831708,82.96178655,25.285297,82.9601359,0,vns,Varanasi,2026-09-01T02:48:04.088564Z
ChIJucc6UGszjjkRaaOOri4zs3c,Farmaish Family Restaurant,places,en,4,25.2831708,82.96178655,25.2853593,82.9601031,0,vns,Varanasi,2026-09-01T02:48:04.088572Z
ChIJ8_p1l9ktjjkRcR__LmZhp1Q,Shubham Fast Food,places,en,5,25.3556765,82.95950730000001,25.3553146,82.9594528,0,vns,Varanasi,2026-09-01T02:48:04.456810Z
ChIJ-e6ZKwAtjjkR2CN0Ym3dtFM,Epic dinning,places,en,5,25.3556765,82.95950730000001,25.3552371,82.960003,0,vns,Varanasi,2026-09-01T02:48:04.456853Z
ChIJEdeUoektjjkRHeoJGUKVWa0,New Muradabadi Chicken Biryani Corner,places,en,5,25.3556765,82.95950730000001,25.355032100000003,82.95992989999999,0,vns,Varanasi,2026-09-01T02:48:04.456865Z
ChIJie0ZXzUtjjkRbt23rRGuuQM,Golu eggroll & rice cornar vns,places,en,5,25.3556765,82.95950730000001,25.3550577,82.9600176,0,vns,Varanasi,2026-09-01T02:48:04.456875Z
ChIJkdZCP-YtjjkR_VbBWjIosTU,MOMOS POINT,places,en,5,25.3556765,82.95950730000001,25.355057499999997,82.96001749999999,0,vns,Varanasi,2026-09-01T02:48:04.456883Z
ChIJMVNRQCstjjkR2JZoN8Enpy4,Munna Tamatar Chat Bhandar,places,en,5,25.3556765,82.95950730000001,25.3549786,82.9599106,0,vns,Varanasi,2026-09-01T02:48:04.456893Z
ChIJ6YawdAAtjjkRCZudfWsBnBk,Legacy Roll & Fast Food,places,en,5,25.3556765,82.95950730000001,25.3551166,82.96041749999999,0,vns,Varanasi,2026-09-01T02:48:04.456901Z
ChIJa-nWF9gtjjkRR6nJfLB4YBM,New Banarasi Biryani,places,en,5,25.3556765,82.95950730000001,25.3545302,82.959828,0,vns,Varanasi,2026-09-01T02:48:04.456908Z
ChIJ1ZO7HI0tjjkReWZjtI8wFL4,Sanzha Chulha Family Restaurant,places,en,5,25.3556765,82.95950730000001,25.3544157,82.96001249999999,0,vns,Varanasi,2026-09-01T02:48:04.456917Z
ChIJ66oZL6YtjjkRgwKW7UVQTBA,Flavour King pizza,places,en,5,25.3556765,82.95950730000001,25.355412899999997,82.9579251,0,vns,Varanasi,2026-09-01T02:48:04.456924Z
ChIJ2fUDuBMtjjkRiNjaDkgNCyE,Bindu Chat Bhandar,places,en,5,25.3556765,82.95950730000001,25.3563069,82.9579844,0,vns,Varanasi,2026-09-01T02:48:04.456931Z
ChIJdbiHb00sjjkR5M3PTOUvF_o,R.S Fastfood Roll Corner,places,en,5,25.3556765,82.95950730000001,25.3554715,82.9578251,0,vns,Varanasi,2026-09-01T02:48:04.456939Z
ChIJcWr3aAAtjjkR8fow9Ianvbc,R.K. Momos,places,en,5,25.3556765,82.95950730000001,25.354854399999997,82.961776,0,vns,Varanasi,2026-09-01T02:48:04.456946Z
ChIJQS1LxqUtjjkRTVsVwD0Z9wA,The Couple's Kitchen,places,en,5,25.3556765,82.95950730000001,25.353476,82.960026,0,vns,Varanasi,2026-09-01T02:48:04.456954Z
ChIJhaSyc00sjjkRAAAAsGC5ZVk,Prince fast food,places,en,5,25.3556765,82.95950730000001,25.355049599999997,82.96204159999999,0,vns,Varanasi,2026-09-01T02:48:04.456962Z
ChIJIVL4WtwtjjkRm-hvrqbh_G0,Kashi Foods™,places,en,5,25.3556765,82.95950730000001,25.3540429,82.9615723,0,vns,Varanasi,2026-09-01T02:48:04.456970Z
ChIJBZ9iTwAzjjkR3liXLvbBhyY,The Chikhan,places,en,6,25.27031495,82.95683695,25.2714011,82.95692059999999,0,vns,Varanasi,2026-09-01T02:48:04.882848Z
ChIJsXCABlQzjjkR10NlGdy2zTE,Sugamya,places,en,6,25.27031495,82.95683695,25.271086,82.9559317,0,vns,Varanasi,2026-09-01T02:48:04.882893Z
ChIJye16UgAzjjkR1rWRwGvwqaI,Kanchanpur kandwagate,places,en,7,25.27118495,82.95902285,25.272960299999998,82.95746179999999,0,vns,Varanasi,2026-09-01T02:48:05.267734Z
ChIJkyL9RgsxjjkRrEGylxjOaHU,Monu Fast Food,places,en,8,25.289464199999998,83.00039050000001,25.2894754,83.0003479,0,vns,Varanasi,2026-09-01T02:48:05.642369Z
ChIJMapFbbkxjjkRZ-vu5sfsQqM,THE FOUR LEVEL ROOFTOP DINING,places,en,8,25.289464199999998,83.00039050000001,25.289531999999998,83.0002275,0,vns,Varanasi,2026-09-01T02:48:05.642413Z
ChIJX4JRkyoxjjkRXZeNDdRpPFU,MUMBAI CHEF,places,en,8,25.289464199999998,83.00039050000001,25.2895133,83.0001632,0,vns,Varanasi,2026-09-01T02:48:05.642424Z
ChIJrY_u8VYxjjkRj9RtubCAT6s,BLACK & WHITE CAFE DURGAKUND VARANASI,places,en,8,25.289464199999998,83.00039050000001,25.2889599,83.0000113,0,vns,Varanasi,2026-09-01T02:48:05.642432Z
ChIJP9KOyjoxjjkRpWaiTIEKwy0,The Seven Tables Cafe,places,en,8,25.289464199999998,83.00039050000001,25.2896528,83.0013872,0,vns,Varanasi,2026-09-01T02:48:05.642439Z
ChIJ-Z7zmUcxjjkRz3dwdCSr6oM,Momos & Mayo,places,en,8,25.289464199999998,83.00039050000001,25.2897604,83.00138369999999,0,vns,Varanasi,2026-09-01T02:48:05.642448Z
ChIJ9X5zeS0xjjkRyuj36Bc93U0,Hot Shot Cafe,places,en,8,25.289464199999998,83.00039050000001,25.289364499999998,83.0015172,0,vns,Varanasi,2026-09-01T02:48:05.642456Z
ChIJvfQ53LYxjjkR8thGLpCYMP8,Shawarma wala,places,en,8,25.289464199999998,83.00039050000001,25.290112099999998,83.0013666,0,vns,Varanasi,2026-09-01T02:48:05.642463Z
