place_id,name,source,lang,cell_idx,query_center_lat,query_center_lon,lat,lon,page,region_id,region_name,collected_at
ChIJX_C-eL9IbDkR6CqHVbGC4PA,श्रीराम विनायक बाँट भण्डार,places,en,2,26.8741871,75.5516733,26.873365999999997,75.5505553,0,jai,Jaipur,2026-08-31T09:09:39.862734Z
ChIJ0ZGRc79IbDkRPS_AFB22IdY,Shri Krishna Mishthan Bhandar,places,en,2,26.8741871,75.5516733,26.873717799999998,75.5497737,0,jai,Jaipur,2026-08-31T09:09:39.862773Z
ChIJ7dCnc79IbDkRF87OqpKyoMs,Shri Krishna Plaza,places,en,2,26.8741871,75.5516733,26.87377,75.5496955,0,jai,Jaipur,2026-08-31T09:09:39.862780Z
ChIJh3dkEL9IbDkR2iM6zoG0kXU,कृष्णा बाट भण्डार,places,en,2,26.8741871,75.5516733,26.874064500000003,75.5488366,0,jai,Jaipur,2026-08-31T09:09:39.862785Z
ChIJgSDTVABJbDkRSLCAr_hwzdo,SARNO KI DHANI,places,en,2,26.8741871,75.5516733,26.872970199999997,75.5491754,0,jai,Jaipur,2026-08-31T09:09:39.862790Z
ChIJrRltEQBJbDkR8_geU-KSYBo,Asp meena,places,en,2,26.8741871,75.5516733,26.872970199999997,75.5491754,0,jai,Jaipur,2026-08-31T09:09:39.862794Z
ChIJeYWqh0QHbTkRAAAAMA9AxRo,Shri Shyam Restaurant,places,en,5,27.210329350000002,75.8242363,27.212339999999998,75.8238259,0,jai,Jaipur,2026-08-31T09:09:41.472540Z
ChIJLbPKHEkHbTkRgxmwCxgW4Ow,Shiv misthan bhandar,places,en,5,27.210329350000002,75.8242363,27.212531499999997,75.82373659999999,0,jai,Jaipur,2026-08-31T09:09:41.472575Z
ChIJm_jQGLqqbTkRNxBCp58rqLc,सैनी रेस्टोरेन्ट,places,en,7,27.1712727,75.72705065,27.1712454,75.7268251,0,jai,Jaipur,2026-08-31T09:09:43.037653Z
ChIJc_VWOrqqbTkR3pv_1XpGZiY,Ankit Family Veg Restaurant,places,en,7,27.1712727,75.72705065,27.1718188,75.7275626,0,jai,Jaipur,2026-08-31T09:09:43.037734Z
ChIJsdrhAMerbTkRDqtkwOaQejw,Decent Restaurant,places,en,7,27.1712727,75.72705065,27.1720184,75.7280473,0,jai,Jaipur,2026-08-31T09:09:43.037742Z
ChIJ2Tb_HIKrbTkR5y69QFI5OWg,Shree Krishna Cafe,places,en,7,27.1712727,75.72705065,27.1722373,75.7245765,0,jai,Jaipur,2026-08-31T09:09:43.037747Z
ChIJ8580gZerbTkRKIFFFKl0kKg,Across Food Corner,places,en,7,27.1712727,75.72705065,27.1727386,75.72928,0,jai,Jaipur,2026-08-31T09:09:43.037752Z
ChIJ85ymTreqbTkRnoKu9fejbls,New Gareeb Nawaz Hotel,places,en,7,27.1712727,75.72705065,27.169674699999998,75.72472530000002,0,jai,Jaipur,2026-08-31T09:09:43.037755Z
ChIJyYDW9LqqbTkRq4JU5-Kx-E8,जांगिड़ लघु कृषि यंत्र उद्योग,places,en,7,27.1712727,75.72705065,27.1738638,75.72697730000002,0,jai,Jaipur,2026-08-31T09:09:43.037759Z
ChIJIeT6mgGrbTkRDw3XjYOCm5k,K k chicken biryani center chomu,places,en,7,27.1712727,75.72705065,27.1698442,75.7244564,0,jai,Jaipur,2026-08-31T09:09:43.037763Z
ChIJPR-ARRttbTkR7Hof0c7Du2g,Zoyo Cafe,places,en,11,27.431987200000002,76.1720099,27.4319064,76.1689797,0,jai,Jaipur,2026-08-31T09:09:44.546858Z
ChIJbXwuaAC5bTkRIh0bYFcv8fo,गोपाल जी रेस्टोरेंट,places,en,18,26.90474445,75.97795935,26.904673199999998,75.9785756,0,jai,Jaipur,2026-08-31T09:09:47.795600Z
ChIJmW5x4Yq1bTkRbd9JZaUO438,Shyam paratha center,places,en,24,26.8890333,75.7978402,26.889421199999997,75.79900359999999,0,jai,Jaipur,2026-08-31T09:09:50.296910Z
ChIJszR5s7G1bTkRd_1e0gQk5IY,"Best ""chole kulce"" in Jaipur",places,en,24,26.8890333,75.7978402,26.8892513,75.7991464,0,jai,Jaipur,2026-08-31T09:09:50.296948Z
ChIJC3_2l5W1bTkRVNFlBvR4MMk,New Ganesh Bhojanalaya & Family Restaurant,places,en,24,26.8890333,75.7978402,26.8898013,75.7968078,0,jai,Jaipur,2026-08-31T09:09:50.296977Z
ChIJA8rDYvy1bTkRdW2NGxlK3hk,Khana Khajana,places,en,24,26.8890333,75.7978402,26.889124199999998,75.79956539999999,0,jai,Jaipur,2026-08-31T09:09:50.296998Z
ChIJ6zKO15-1bTkRVgpeF852IXI,DandiWaala,places,en,24,26.8890333,75.7978402,26.8874843,75.7980066,0,jai,Jaipur,2026-08-31T09:09:50.297005Z
ChIJjzZUpyS0bTkRsXVh8baSQRM,Saroj Tiffin Center,places,en,24,26.8890333,75.7978402,26.890061799999998,75.79635789999999,0,jai,Jaipur,2026-08-31T09:09:50.297022Z
ChIJWx2YOQC1bTkRHj6TXcT98yo,BBC (Bean bliss cafe),places,en,24,26.8890333,75.7978402,26.8888869,75.8001692,0,jai,Jaipur,2026-08-31T09:09:50.297027Z
ChIJ1d0yWtq1bTkREIP4swEgyZo,Indian Sauce Pantry,places,en,24,26.8890333,75.7978402,26.890725999999997,75.79610720000001,0,jai,Jaipur,2026-08-31T09:09:50.297033Z
ChIJ08PsjH-1bTkRFxj53T36A8A,Bharatpur Kachori,places,en,24,26.8890333,75.7978402,26.8884829,75.7952229,0,jai,Jaipur,2026-08-31T09:09:50.297039Z
ChIJ3eGr6761bTkRjrtBHpk58LE,White Kitchens,places,en,24,26.8890333,75.7978402,26.8882567,75.79525249999999,0,jai,Jaipur,2026-08-31T09:09:50.297044Z
ChIJyZcx9tq1bTkRgjF9Gh0YShc,Olio Dugout with Rajasthan Royals,places,en,24,26.8890333,75.7978402,26.888279599999997,75.79513519999999,0,jai,Jaipur,2026-08-31T09:09:50.297049Z
ChIJDUpfSzO1bTkRhJY7kduT4zA,Shri Balaji mess and tiffin center,places,en,24,26.8890333,75.7978402,26.889816099999997,75.80058439999999,0,jai,Jaipur,2026-08-31T09:09:50.297054Z
ChIJse9e40q1bTkRcJSdw5OPJmo,Panchayat Café – Desi Chai & Chill Spot,places,en,24,26.8890333,75.7978402,26.891267499999998,75.7993182,0,jai,Jaipur,2026-08-31T09:09:50.297058Z
ChIJz6a-kiO0bTkRn_wUr5kYexA,Café 99,places,en,24,26.8890333,75.7978402,26.891149199999997,75.79968029999999,0,jai,Jaipur,2026-08-31T09:09:50.297062Z
ChIJZZ-cuG21bTkRhd4fQNLBNyw,Tea Connect Mansion,places,en,24,26.8890333,75.7978402,26.8885044,75.8007942,0,jai,Jaipur,2026-08-31T09:09:50.297185Z
ChIJ9ZG5gfG1bTkRVVYflq7kmog,Rudra pg homes,places,en,24,26.8890333,75.7978402,26.8900848,75.79506289999999,0,jai,Jaipur,2026-08-31T09:09:50.297205Z
ChIJC9DTDgCzbTkR-pS-fywVQ0E,King's Fast Food,places,en,25,26.95843555,75.77911845,26.9583025,75.7789513,0,jai,Jaipur,2026-08-31T09:09:50.659981Z
ChIJMbT_P7azbTkRwL7R6iUwBOI,Tara Soya Chaap,places,en,25,26.95843555,75.77911845,26.9587379,75.77875829999999,0,jai,Jaipur,2026-08-31T09:09:50.660008Z
ChIJEfYbOlGzbTkRbWE3NR5JcY0,Bullsaa Momos Vidhyadhar Nagar,places,en,25,26.95843555,75.77911845,26.958720900000003,75.7787383,0,jai,Jaipur,2026-08-31T09:09:50.660015Z
ChIJM90BVgC1bTkRX2Qv1nYvVsA,"MeeSaaVi Food Cafe - Serving Best Fast Food in Vidhyadhar, Jaipur",places,en,25,26.95843555,75.77911845,26.9588696,75.77870890000001,0,jai,Jaipur,2026-08-31T09:09:50.660020Z
ChIJKThb3w2zbTkRFSOvBruXSvg,Jaipur Food Factory,places,en,25,26.95843555,75.77911845,26.9588696,75.77870890000001,0,jai,Jaipur,2026-08-31T09:09:50.660026Z
ChIJPwERttOzbTkRDtFnd0vfvU0,Sai Chaap Corner,places,en,25,26.95843555,75.77911845,26.958416399999997,75.77845909999999,0,jai,Jaipur,2026-08-31T09:09:50.660030Z
ChIJsYjch-ezbTkREt8hKnqQE6M,JAY BHAVANI VADAPAV,places,en,25,26.95843555,75.77911845,26.958416399999997,75.77845909999999,0,jai,Jaipur,2026-08-31T09:09:50.660034Z
ChIJyRxDXnezbTkR2exK0pvPICU,Minku Di Chaap & Gravy (MCG),places,en,25,26.95843555,75.77911845,26.9583983,75.7784513,0,jai,Jaipur,2026-08-31T09:09:50.660040Z
ChIJgaD5YCOzbTkR4ZlpweuZ970,Radhe Radhe Club Kachori,places,en,25,26.95843555,75.77911845,26.959012899999998,75.77883790000001,0,jai,Jaipur,2026-08-31T09:09:50.660044Z
ChIJS2BdIcezbTkRSX9k59-I9DE,"U & Me Soya Chaap, Vidhyadhar Nagar",places,en,25,26.95843555,75.77911845,26.958233,75.77841339999999,0,jai,Jaipur,2026-08-31T09:09:50.660048Z
ChIJa0klyg-zbTkRLaq78YJLSOA,Bhayla,places,en,25,26.95843555,75.77911845,26.959152099999997,75.779242,0,jai,Jaipur,2026-08-31T09:09:50.660052Z
ChIJUaLrQbSzbTkRJ4lACd8VyJE,Cafe Shafe,places,en,25,26.95843555,75.77911845,26.9592279,75.77939889999999,0,jai,Jaipur,2026-08-31T09:09:50.660057Z
ChIJrXdm6hezbTkRhod4k7-6MT4,Shekhawat Chat Bhandar,places,en,25,26.95843555,75.77911845,26.9580812,75.778223,0,jai,Jaipur,2026-08-31T09:09:50.660061Z
